ID,歌名,創作人,分類,發佈時間,情緒詞彙數,斷詞數,樂,好,怒,哀,懼,惡,驚,正面情緒值,負面情緒值,正負面情緒值,詞均樂,詞均好,詞均怒,詞均哀,詞均懼,詞均惡,詞均驚,詞均正面情緒值,詞均負面情緒值,詞均正負面情緒值
StreetVoice1280,Play Tonight (Album Version),Another Kitchen,Pop,2015-04-11,25,102,-20.4,0,0,9.0,0,-6.0,0,-20.4,3.0,-23.4,-0.19999999999999998,0.0,0.0,0.08823529411764706,0.0,-0.058823529411764705,0.0,-0.19999999999999998,0.029411764705882353,-0.22941176470588234
StreetVoice1282,大象體操 - 遊戲,StreetVoice 選集,Rock,2013-11-28,0,11,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StreetVoice1283,好好過生活（demo）,cozy diary_輕日記,Folk,2012-01-04,16,88,0.0,10.0,0,0,0,-10.5,0,10.0,-10.5,20.5,0.0,0.11363636363636363,0.0,0.0,0.0,-0.11931818181818182,0.0,0.11363636363636363,-0.11931818181818182,0.23295454545454544
StreetVoice1284,South Bad Boy - Chasing You(Demo),South Bad Boy,Pop,2018-01-05,0,16,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StreetVoice1285,聽說(demo),nowhere 此時刻,Pop,2015-05-23,23,87,10.125,9.5,0,1.25,0,-3.125,0,19.625,-1.875,21.5,0.11637931034482758,0.10919540229885058,0.0,0.014367816091954023,0.0,-0.035919540229885055,0.0,0.22557471264367815,-0.021551724137931036,0.2471264367816092
StreetVoice1286,Young Master (Prod. Key Pusha Beats),Higher Brothers,Hip hop / Rap,2017-07-05,60,429,7.0,114.525,0,16.25,0,30.6,0,121.525,46.85,74.67500000000001,0.016317016317016316,0.26695804195804196,0.0,0.03787878787878788,0.0,0.07132867132867134,0.0,0.2832750582750583,0.10920745920745921,0.17406759906759908
StreetVoice1287,不在意,安妮朵拉,Folk,2015-10-15,12,85,3.0,20.0,0,-5.0,0,5.0,0,23.0,0.0,23.0,0.03529411764705882,0.23529411764705882,0.0,-0.058823529411764705,0.0,0.058823529411764705,0.0,0.27058823529411763,0.0,0.27058823529411763
StreetVoice1288,在彷徨的時候不發一語地奔跑,五五身 FiftyBodyFifty,Folk,2012-10-11,10,69,-5.0,5.0,0,5.0,3.75,3.0,0,0.0,11.75,-11.75,-0.07246376811594203,0.07246376811594203,0.0,0.07246376811594203,0.05434782608695652,0.043478260869565216,0.0,0.0,0.17028985507246377,-0.17028985507246377
StreetVoice1289,11.復旦中學--留聲,破浪王,Pop,2016-05-28,28,145,16.25,42.0,0,29.25,-3.0,12.0,0,58.25,38.25,20.0,0.11206896551724138,0.2896551724137931,0.0,0.20172413793103447,-0.020689655172413793,0.08275862068965517,0.0,0.4017241379310345,0.2637931034482759,0.13793103448275862
StreetVoice1290,01 鎗Rifle,MISTER MOUTH 嘴哥樂團,Pop,2016-02-16,23,164,3.0,0,0,-1.0,5.0,44.08,0,3.0,48.08,-45.08,0.018292682926829267,0.0,0.0,-0.006097560975609756,0.03048780487804878,0.26878048780487807,0.0,0.018292682926829267,0.29317073170731706,-0.27487804878048777
StreetVoice1292,一個人曖昧 [album version],cozy diary_輕日記,Pop,2015-11-09,41,157,0,71.6,0,12.5,0,38.9,0,71.6,51.4,20.199999999999996,0.0,0.4560509554140127,0.0,0.07961783439490445,0.0,0.24777070063694268,0.0,0.4560509554140127,0.3273885350318471,0.12866242038216558
StreetVoice1294,Hope POPO,林瑪黛,Electronic,2015-06-24,20,130,6.0,7.0,0,0,0,12.2,22.5,35.5,12.2,23.3,0.046153846153846156,0.05384615384615385,0.0,0.0,0.0,0.09384615384615384,0.17307692307692307,0.27307692307692305,0.09384615384615384,0.17923076923076925
StreetVoice1296,Raining Love Should Be Ended At a Raining Night,Manic Sheep,Rock,2012-11-22,0,5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StreetVoice1297,你就討厭我吧,秋口,Pop,2015-11-21,43,151,17.25,-1.0,10.0,-7.0,10.0,36.099999999999994,15.0,31.25,49.099999999999994,-17.849999999999994,0.11423841059602649,-0.006622516556291391,0.06622516556291391,-0.046357615894039736,0.06622516556291391,0.23907284768211917,0.09933774834437085,0.20695364238410596,0.32516556291390725,-0.11821192052980128
StreetVoice1298,默劇(demo),白安,Pop,2008-12-30,7,46,0,6.0,0,3.0,0,-5.0,0,6.0,-2.0,8.0,0.0,0.13043478260869565,0.0,0.06521739130434782,0.0,-0.10869565217391304,0.0,0.13043478260869565,-0.043478260869565216,0.17391304347826086
StreetVoice1299,【夢】DEMO - 不打卡Unclocking ,Hurz,Alternative,2018-03-23,29,142,5.0,14.25,0,-2.5,1.0,57.25,0,19.25,55.75,-36.5,0.035211267605633804,0.10035211267605634,0.0,-0.017605633802816902,0.007042253521126761,0.40316901408450706,0.0,0.13556338028169015,0.3926056338028169,-0.25704225352112675
StreetVoice1301,34.上海台商子女學校--築夢,啟程王,Singer / Songwriter,2017-06-02,35,213,0,56.0,0,62.0,0,9.0,0,56.0,71.0,-15.0,0.0,0.26291079812206575,0.0,0.29107981220657275,0.0,0.04225352112676056,0.0,0.26291079812206575,0.3333333333333333,-0.07042253521126761
StreetVoice1303,致那段奮鬥的青春,感覺派 Feelism,Alternative,2014-12-31,19,108,7.0,21.0,0,5.0,17.9375,3.0,0,28.0,25.9375,2.0625,0.06481481481481481,0.19444444444444445,0.0,0.046296296296296294,0.16608796296296297,0.027777777777777776,0.0,0.25925925925925924,0.24016203703703703,0.019097222222222224
StreetVoice1304,Fin de curso - 期末,Duda Deportiva,Pop,2016-07-05,0,19,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StreetVoice1305,誰說我不愛你,林宗興,Pop,2015-11-14,39,224,15.0,10.0,0,30.700000000000003,0,12.499999999999998,0,25.0,43.2,-18.200000000000003,0.06696428571428571,0.044642857142857144,0.0,0.13705357142857144,0.0,0.05580357142857142,0.0,0.11160714285714286,0.19285714285714287,-0.08125000000000002
StreetVoice1306,Robin Hood,Flux,Electronic,2014-01-24,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StreetVoice1309,You Think I'm Playing ,Dough-Boy,Hip hop / Rap,2017-03-14,8,35,0,10.0,0,0,0,30.0,0,10.0,30.0,-20.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.8571428571428571,0.0,0.2857142857142857,0.8571428571428571,-0.5714285714285714
StreetVoice1310,我想回家,Connie呂莘,Folk,2015-02-05,18,93,5.0,12.5,0,0,0,11.799999999999999,0,17.5,11.799999999999999,5.700000000000001,0.053763440860215055,0.13440860215053763,0.0,0.0,0.0,0.1268817204301075,0.0,0.1881720430107527,0.1268817204301075,0.06129032258064517
StreetVoice1311,任性而活,克里夫 Cliff,Folk,2017-06-17,24,87,10.0,31.0,0,12.0,3.0,9.6875,0,41.0,24.6875,16.3125,0.11494252873563218,0.3563218390804598,0.0,0.13793103448275862,0.034482758620689655,0.11135057471264367,0.0,0.47126436781609193,0.28376436781609193,0.1875
StreetVoice1312,你這樣講就不對了 Demo,河仁傑,Hip hop / Rap,2013-07-12,121,650,9.575,36.68000000000001,0,-5.0,6.92,32.9075,0,46.25500000000001,34.8275,11.427500000000009,0.01473076923076923,0.05643076923076924,0.0,-0.007692307692307693,0.010646153846153847,0.050626923076923076,0.0,0.07116153846153847,0.05358076923076923,0.017580769230769244
StreetVoice1313,your stories (when I fallin') ft.Naomi /remix (demo),國蛋GorDoN,Hip hop / Rap,2007-05-17,48,278,32.0,75.0,0,12.5,7.5,36.5,1.0,108.0,56.5,51.5,0.11510791366906475,0.2697841726618705,0.0,0.044964028776978415,0.02697841726618705,0.13129496402877697,0.0035971223021582736,0.38848920863309355,0.20323741007194246,0.18525179856115107
StreetVoice1314,那些年我不會唱的流行歌,秋口,Pop,2016-02-03,30,184,8.0,5.25,0,0,0,33.4,0,13.25,33.4,-20.15,0.043478260869565216,0.028532608695652172,0.0,0.0,0.0,0.18152173913043476,0.0,0.07201086956521739,0.18152173913043476,-0.10951086956521738
StreetVoice1315,Paradise,世外桃源,Electronic,2015-07-01,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StreetVoice1316,愛情十件事 ft. Minyu,RPG,Hip hop / Rap,2010-06-25,48,379,-0.9200000000000004,3.8828125,0,5.0,3.0,6.1,0,2.9628124999999996,14.1,-11.1371875,-0.0024274406332453835,0.010244887862796833,0.0,0.013192612137203167,0.0079155672823219,0.016094986807387864,0.0,0.00781744722955145,0.03720316622691293,-0.029385718997361476
StreetVoice1317,天頂的白雲 (紀念外公 何逢春),林強,Folk,2010-06-05,13,101,-10.75,9.0,0,15.0,0,0,0,-1.75,15.0,-16.75,-0.10643564356435643,0.0891089108910891,0.0,0.1485148514851485,0.0,0.0,0.0,-0.017326732673267328,0.1485148514851485,-0.16584158415841585
StreetVoice1318,自己 Demo,Arsu 奕超,Folk,2018-02-05,34,142,0,39.2,0,0,0,59.1375,0,39.2,59.1375,-19.9375,0.0,0.27605633802816903,0.0,0.0,0.0,0.41646126760563384,0.0,0.27605633802816903,0.41646126760563384,-0.14040492957746478
StreetVoice1319,夢奇地,都市零件派對,Folk,2015-01-27,23,150,21.125,10.0,0,24.0,0,-3.0,5.0,36.125,21.0,15.125,0.14083333333333334,0.06666666666666667,0.0,0.16,0.0,-0.02,0.03333333333333333,0.24083333333333334,0.14,0.10083333333333333
StreetVoice1320,是時候說離開,林佳音-花兒,Pop,2015-03-26,27,110,10.0,58.064,0,13.0,0,1.25,0,68.064,14.25,53.81399999999999,0.09090909090909091,0.5278545454545455,0.0,0.11818181818181818,0.0,0.011363636363636364,0.0,0.6187636363636363,0.12954545454545455,0.4892181818181818
StreetVoice1321,後山舞曲(Blues Rock Ver.),椅子樂團 The Chairs,Blues,2016-07-28,14,110,13.0,41.75,0,0,0,6.0,0,54.75,6.0,48.75,0.11818181818181818,0.3795454545454545,0.0,0.0,0.0,0.05454545454545454,0.0,0.49772727272727274,0.05454545454545454,0.4431818181818182
StreetVoice1322,Shinning Star ,平行宇宙,Folk,2013-10-14,0,20,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StreetVoice1323,Instinct of Sight - Crawling,instinctofsight,Alternative,2015-05-27,3,18,0,10.0,0,0,0,5.0,0,10.0,5.0,5.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.2777777777777778,0.0,0.5555555555555556,0.2777777777777778,0.2777777777777778
StreetVoice1324,會不會 (Remastered),黃美婷 Meiting,Singer / Songwriter,2018-03-03,39,208,2.25,32.6,0,-11.0,0,3.0,0,34.85,-8.0,42.85,0.010817307692307692,0.15673076923076923,0.0,-0.052884615384615384,0.0,0.014423076923076924,0.0,0.16754807692307694,-0.038461538461538464,0.2060096153846154
StreetVoice1325,建中2018級畢業歌   圍牆,Jinbo67,Singer / Songwriter,2018-05-19,132,670,57.25,149.0625,0,76.75,10.0,58.5,0,206.3125,145.25,61.0625,0.08544776119402984,0.2224813432835821,0.0,0.11455223880597015,0.014925373134328358,0.0873134328358209,0.0,0.30792910447761196,0.2167910447761194,0.09113805970149254
StreetVoice1326,純正好貨(滿人.蛋堡.JNCO),Soft Lipa,Hip hop / Rap,2008-04-27,53,480,1.0,73.33,0,4.0,0,69.3125,3.0,77.33,73.3125,4.017499999999998,0.0020833333333333333,0.15277083333333333,0.0,0.008333333333333333,0.0,0.14440104166666667,0.00625,0.16110416666666666,0.152734375,0.008369791666666663
StreetVoice1327,無名,廖文強,Alternative,2013-09-06,33,127,8.0,16.5,0,6.0,5.0,51.0,0,24.5,62.0,-37.5,0.06299212598425197,0.12992125984251968,0.0,0.047244094488188976,0.03937007874015748,0.4015748031496063,0.0,0.19291338582677164,0.4881889763779528,-0.2952755905511811
StreetVoice1328,金上瘾,顽童MJ116,Hip hop / Rap,2017-10-27,57,312,11.48,60.35,0,7.6,0,3.75,0,71.83,11.35,60.48,0.03679487179487179,0.1934294871794872,0.0,0.02435897435897436,0.0,0.01201923076923077,0.0,0.23022435897435897,0.036378205128205124,0.19384615384615383
StreetVoice1329,beautiful (demo ukulele),丁丁與西西,World,2010-12-01,3,7,0,5.0,0,0,0,10.0,0,5.0,10.0,-5.0,0.0,0.7142857142857143,0.0,0.0,0.0,1.4285714285714286,0.0,0.7142857142857143,1.4285714285714286,-0.7142857142857143
StreetVoice1331,成為你的景深（DEMO),Zshiuan,Folk,2018-03-04,15,97,0,12.399999999999999,0,15.000000000000002,0,8.0,0,12.399999999999999,23.0,-10.600000000000001,0.0,0.12783505154639174,0.0,0.15463917525773196,0.0,0.08247422680412371,0.0,0.12783505154639174,0.23711340206185566,-0.10927835051546393
StreetVoice1332,在霧散開之前,克里夫 Cliff,Folk,2017-06-17,21,106,-3.0,22.5,0,6.0,1.5,10.8,0,19.5,18.3,1.1999999999999993,-0.02830188679245283,0.21226415094339623,0.0,0.05660377358490566,0.014150943396226415,0.1018867924528302,0.0,0.18396226415094338,0.17264150943396228,0.011320754716981126
StreetVoice1335,My Boy,女孩與機器人,Electronic,2009-11-21,21,88,6.25,-6.0,0,10.0,5.0,2.7124999999999995,0,0.25,17.7125,-17.4625,0.07102272727272728,-0.06818181818181818,0.0,0.11363636363636363,0.056818181818181816,0.030823863636363632,0.0,0.002840909090909091,0.20127840909090908,-0.1984375
StreetVoice1336,沒有你我什麼都不是,那我懂你意思了,Alternative,2015-02-14,38,180,0,26.0,0,4.0,0,19.0,0,26.0,23.0,3.0,0.0,0.14444444444444443,0.0,0.022222222222222223,0.0,0.10555555555555556,0.0,0.14444444444444443,0.12777777777777777,0.016666666666666666
StreetVoice1337,很可爱的歌 Remix feat. 梁晓雪,路壹Lu1,Hip hop / Rap,2017-11-01,98,383,12.0,234.4075,0,5.6000000000000005,0,16.66,0,246.4075,22.26,224.1475,0.031331592689295036,0.6120300261096606,0.0,0.01462140992167102,0.0,0.04349869451697128,0.0,0.6433616187989556,0.0581201044386423,0.5852415143603134
StreetVoice1338,我不懂誒你懂不懂(DEMO),DooJay 杜姐,Reggae / Funk,2017-12-07,30,234,0,-18.625,0,0,0,17.8,0,-18.625,17.8,-36.425,0.0,-0.07959401709401709,0.0,0.0,0.0,0.07606837606837608,0.0,-0.07959401709401709,0.07606837606837608,-0.15566239316239314
StreetVoice1341,失去記憶的人,那我懂你意思了,Alternative,2015-02-14,24,176,14.0625,1.0,0,0.0,0,-4.6875,0,15.0625,-4.6875,19.75,0.07990056818181818,0.005681818181818182,0.0,0.0,0.0,-0.026633522727272728,0.0,0.08558238636363637,-0.026633522727272728,0.11221590909090909
StreetVoice1342,失眠症(Demo),PeaceHotel 和平饭店乐队,Rock,2018-03-08,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StreetVoice1343,帶著愛旅行,廖文強,Pop,2010-07-24,16,127,5.0,6.72,0,3.0,0.5120000000000001,8.36,0,11.719999999999999,11.872,-0.15200000000000102,0.03937007874015748,0.05291338582677165,0.0,0.023622047244094488,0.004031496062992127,0.06582677165354331,0.0,0.09228346456692912,0.09348031496062992,-0.0011968503937007954
StreetVoice1344,菸 pre mastering,不是桃樂絲,Alternative,2016-03-11,19,131,5.0,-29.159999999999997,0,3.5999999999999996,5.0,10.0,0,-24.159999999999997,18.6,-42.76,0.03816793893129771,-0.22259541984732822,0.0,0.027480916030534347,0.03816793893129771,0.07633587786259542,0.0,-0.1844274809160305,0.1419847328244275,-0.326412213740458
StreetVoice1345,路的盡頭,日光陽台 Daylight Balcony,Pop,2018-05-30,40,145,6.0,-12.4375,0,64.5,0,20.0,0,-6.4375,84.5,-90.9375,0.041379310344827586,-0.08577586206896552,0.0,0.44482758620689655,0.0,0.13793103448275862,0.0,-0.04439655172413793,0.5827586206896552,-0.6271551724137931
StreetVoice1346,(南 )家齊女中-第一站,風箏 王,Folk,2013-05-25,39,155,37.5,49.5,0,6.0,3.0,9.0,0,87.0,18.0,69.0,0.24193548387096775,0.3193548387096774,0.0,0.03870967741935484,0.01935483870967742,0.05806451612903226,0.0,0.5612903225806452,0.11612903225806452,0.44516129032258067
StreetVoice1347,那些你不敢解決的問題,廖文強,Pop,2012-08-11,30,121,2.0,1.25,0,3.0,0,-7.600000000000001,0.75,4.0,-4.600000000000001,8.600000000000001,0.01652892561983471,0.010330578512396695,0.0,0.024793388429752067,0.0,-0.06280991735537192,0.006198347107438017,0.03305785123966942,-0.038016528925619845,0.07107438016528927
StreetVoice1348,愚 Demo,hue,Alternative,2017-08-08,4,52,0,0,0,0,0,18.0,0,0,18.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.34615384615384615,0.0,0.0,0.34615384615384615,-0.34615384615384615
StreetVoice1349,記得那首歌,廖文強,Folk,2011-11-16,22,112,0,25.125,0,14.4,11.65,3.0,0,25.125,29.05,-3.9250000000000007,0.0,0.22433035714285715,0.0,0.1285714285714286,0.10401785714285715,0.026785714285714284,0.0,0.22433035714285715,0.259375,-0.035044642857142864
StreetVoice1350,高束公路之愛Demo,游怡婷Yoyi,Folk,2017-12-20,17,142,17.0,5.0,0,24.0,10.0,5.0,0,22.0,39.0,-17.0,0.11971830985915492,0.035211267605633804,0.0,0.16901408450704225,0.07042253521126761,0.035211267605633804,0.0,0.15492957746478872,0.2746478873239437,-0.11971830985915492
StreetVoice1351,"06 再見太陽 Au Revoir, Soleil",謝芊彤 謝芊蕾,Singer / Songwriter,2016-07-23,9,68,7.0,3.0,0,-5.0,0,5.0,0,10.0,0.0,10.0,0.10294117647058823,0.04411764705882353,0.0,-0.07352941176470588,0.0,0.07352941176470588,0.0,0.14705882352941177,0.0,0.14705882352941177
StreetVoice1353,三年的約定 ｌａｌａ版,LALABA,Pop,2008-03-06,13,84,0,9.375,0,12.5,5.0,15.25,0,9.375,32.75,-23.375,0.0,0.11160714285714286,0.0,0.1488095238095238,0.05952380952380952,0.18154761904761904,0.0,0.11160714285714286,0.3898809523809524,-0.27827380952380953
StreetVoice1354,Crappy,Mary See the Future,Rock,2010-08-19,25,67,6.4,17.0,0,-2.0,5.0,19.0,0,23.4,22.0,1.3999999999999986,0.0955223880597015,0.2537313432835821,0.0,-0.029850746268656716,0.07462686567164178,0.2835820895522388,0.0,0.3492537313432836,0.3283582089552239,0.02089552238805968
StreetVoice1355,16.桃園高中 - 足跡,起飛王,Pop,2015-06-04,16,119,5.0,14.0,7.0,36.800000000000004,0.5,10.0,0,19.0,54.300000000000004,-35.300000000000004,0.04201680672268908,0.11764705882352941,0.058823529411764705,0.3092436974789916,0.004201680672268907,0.08403361344537816,0.0,0.15966386554621848,0.4563025210084034,-0.29663865546218493
StreetVoice1357,夢遊少年,無妄合作社No-nonsense Collective,Alternative,2017-06-09,5,41,0,8.0,0,0,5.0,1.25,0,8.0,6.25,1.75,0.0,0.1951219512195122,0.0,0.0,0.12195121951219512,0.03048780487804878,0.0,0.1951219512195122,0.1524390243902439,0.042682926829268296
StreetVoice1358,暗巷,Trying Times,R&B / Soul,2018-03-20,15,52,-7.0,11.25,0,-5.0,0,25.75,0,4.25,20.75,-16.5,-0.1346153846153846,0.21634615384615385,0.0,-0.09615384615384616,0.0,0.4951923076923077,0.0,0.08173076923076923,0.39903846153846156,-0.3173076923076923
StreetVoice1361,再見。台北(demo),野人,Pop,2014-03-04,19,279,0,-9.953280000000003,0,-5.760000000000001,3.0,0,0,-9.953280000000003,-2.7600000000000007,-7.193280000000002,0.0,-0.03567483870967743,0.0,-0.020645161290322584,0.010752688172043012,0.0,0.0,-0.03567483870967743,-0.009892473118279572,-0.02578236559139786
StreetVoice1363,愛的大逃殺,雀斑 Freckles,Rock,2008-11-23,17,183,10.0,-4.0,7.5,34.0,0,14.0,0,6.0,55.5,-49.5,0.0546448087431694,-0.02185792349726776,0.040983606557377046,0.18579234972677597,0.0,0.07650273224043716,0.0,0.03278688524590164,0.30327868852459017,-0.27049180327868855
StreetVoice1364,Where Are My Tears,好端端樂團,Pop,2015-09-03,11,77,0,7.0,0,27.0,0,-5.0,5.0,12.0,22.0,-10.0,0.0,0.09090909090909091,0.0,0.35064935064935066,0.0,-0.06493506493506493,0.06493506493506493,0.15584415584415584,0.2857142857142857,-0.12987012987012986
StreetVoice1365,兩吋半舞曲,女孩與機器人,Electronic,2010-01-07,8,57,0,4.3999999999999995,0,1.0,0,2.0,0,4.3999999999999995,3.0,1.3999999999999995,0.0,0.07719298245614034,0.0,0.017543859649122806,0.0,0.03508771929824561,0.0,0.07719298245614034,0.05263157894736842,0.02456140350877192
StreetVoice1366,一一,sh.,Folk,2012-03-25,24,83,8.0,41.3,0,8.32,0,3.0,0,49.3,11.32,37.98,0.0963855421686747,0.4975903614457831,0.0,0.1002409638554217,0.0,0.03614457831325301,0.0,0.5939759036144578,0.1363855421686747,0.4575903614457831
StreetVoice1367,那裡沒有我 album version,ＨＵＳＨ,Rock,2012-10-12,7,17,0,3.5,0,5.0,0,0,0,3.5,5.0,-1.5,0.0,0.20588235294117646,0.0,0.29411764705882354,0.0,0.0,0.0,0.20588235294117646,0.29411764705882354,-0.08823529411764706
StreetVoice1368,20101204 ,謝震廷,Singer / Songwriter,2012-04-15,34,144,9.0,-22.75,0,8.25,0,-7.375000000000002,0,-13.75,0.8749999999999982,-14.624999999999998,0.0625,-0.1579861111111111,0.0,0.057291666666666664,0.0,-0.05121527777777779,0.0,-0.0954861111111111,0.006076388888888877,-0.10156249999999999
StreetVoice1369,太陽效應,比茲卡西BIZcashi,Rock,2017-06-26,7,55,5.0,0,0,0.8,0,16.0,0,5.0,16.8,-11.8,0.09090909090909091,0.0,0.0,0.014545454545454545,0.0,0.2909090909090909,0.0,0.09090909090909091,0.3054545454545455,-0.21454545454545457
StreetVoice1370,AP 滿人 Ft. Meighan Nealon - Summer of mine (夏),滿人,Electronic,2010-06-03,23,238,5.0,7.0,0,3.0,5.0,-0.8000000000000007,0,12.0,7.199999999999999,4.800000000000001,0.02100840336134454,0.029411764705882353,0.0,0.012605042016806723,0.02100840336134454,-0.003361344537815129,0.0,0.05042016806722689,0.03025210084033613,0.02016806722689076
StreetVoice1371,潮溼的地板,女孩與機器人,Alternative,2013-06-22,48,282,0,24.0,-7.5,7.0,0,17.675,0,24.0,17.175,6.824999999999999,0.0,0.0851063829787234,-0.026595744680851064,0.024822695035460994,0.0,0.06267730496453901,0.0,0.0851063829787234,0.06090425531914894,0.024202127659574465
StreetVoice1372,01 憂傷的重量 ,森林ㄌㄜˋ園,Jazz,2016-04-09,19,110,13.5,7.0,0,33.25,0,-5.8,0,20.5,27.45,-6.949999999999999,0.12272727272727273,0.06363636363636363,0.0,0.30227272727272725,0.0,-0.05272727272727273,0.0,0.18636363636363637,0.24954545454545454,-0.06318181818181817
StreetVoice1373,三部曲,William Bird,Pop,2008-05-27,16,93,14.0,23.75,0,12.0,0,5.0,0,37.75,17.0,20.75,0.15053763440860216,0.2553763440860215,0.0,0.12903225806451613,0.0,0.053763440860215055,0.0,0.40591397849462363,0.1827956989247312,0.22311827956989247
StreetVoice1374,已讀不回,陳零九,Pop,2013-01-30,23,103,0,12.25,0,-16.5,0,-5.25,0,12.25,-21.75,34.0,0.0,0.11893203883495146,0.0,-0.16019417475728157,0.0,-0.050970873786407765,0.0,0.11893203883495146,-0.2111650485436893,0.3300970873786408
StreetVoice1375,63.鳳新高中 - 太陽雨,起飛王2,Pop,2015-06-05,44,183,17.5,49.0,0,40.25,-1.0,-2.0,0,66.5,37.25,29.25,0.09562841530054644,0.2677595628415301,0.0,0.21994535519125682,-0.00546448087431694,-0.01092896174863388,0.0,0.3633879781420765,0.20355191256830601,0.1598360655737705
StreetVoice1376,我不是你要的愛,林耕禾Hank,Singer / Songwriter,2017-06-23,30,104,0.0,-5.0,0,-14.0,0,29.875,0,-5.0,15.875,-20.875,0.0,-0.04807692307692308,0.0,-0.1346153846153846,0.0,0.28725961538461536,0.0,-0.04807692307692308,0.15264423076923078,-0.20072115384615385
StreetVoice1377,HIDE & SEEK 捉迷藏,MLK麋鹿王国,Dance,2018-05-21,22,216,-0.9599999999999995,0,0,0,0,20.8,0,-0.9599999999999995,20.8,-21.76,-0.004444444444444442,0.0,0.0,0.0,0.0,0.0962962962962963,0.0,-0.004444444444444442,0.0962962962962963,-0.10074074074074074
StreetVoice1378,Bird（demo）,白安,Folk,2008-08-04,11,65,0,19.375,0,3.0,0,10.0,9.0,28.375,13.0,15.375,0.0,0.2980769230769231,0.0,0.046153846153846156,0.0,0.15384615384615385,0.13846153846153847,0.43653846153846154,0.2,0.23653846153846153
StreetVoice1379,Always Be True,Green!Eyes,Alternative,2015-08-02,1,13,0,0,0,0,0,5.0,0,0,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.0,0.0,0.38461538461538464,-0.38461538461538464
StreetVoice1380,窗外 第二版編曲 Demo,莊蕎嫣 Faye.,Singer / Songwriter,2016-02-26,14,96,10.0,11.0,0,5.0,0,31.1,0,21.0,36.1,-15.100000000000001,0.10416666666666667,0.11458333333333333,0.0,0.052083333333333336,0.0,0.32395833333333335,0.0,0.21875,0.37604166666666666,-0.1572916666666667
StreetVoice1381,遇見,Soft Lipa,Hip hop / Rap,2009-03-22,43,352,2.88,5.368639399999999,0,0,0,7.840000000000002,0,8.248639399999998,7.840000000000002,0.40863939999999666,0.00818181818181818,0.015251816477272724,0.0,0.0,0.0,0.022272727272727277,0.0,0.023433634659090905,0.022272727272727277,0.001160907386363627
StreetVoice1383,城市雨人 - 親愛的，我曾是如此的卑微,城市雨人,Pop,2015-04-24,20,90,5.0,-11.0,0,20.0,0,21.25,0,-6.0,41.25,-47.25,0.05555555555555555,-0.12222222222222222,0.0,0.2222222222222222,0.0,0.2361111111111111,0.0,-0.06666666666666667,0.4583333333333333,-0.525
StreetVoice1384,11 當你在瀕臨崩潰之時feat.阿夜(Trash樂團),GO GO RISE  /  美好前程,Pop,2014-12-29,24,103,0,27.0,0,25.0,0,34.0,0,27.0,59.0,-32.0,0.0,0.2621359223300971,0.0,0.24271844660194175,0.0,0.3300970873786408,0.0,0.2621359223300971,0.5728155339805825,-0.3106796116504854
StreetVoice1386,How Dare You,The Sulis Club,Alternative,2016-07-01,0,29,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StreetVoice1387,Water,Flux,Alternative,2014-05-20,14,135,0,-7.0,0,0,0,0,0,-7.0,0,-7.0,0.0,-0.05185185185185185,0.0,0.0,0.0,0.0,0.0,-0.05185185185185185,0.0,-0.05185185185185185
StreetVoice1388,Girl and the Sea,Reonda,Alternative,2016-03-31,4,27,0,6.0,0,0,0,10.0,0,6.0,10.0,-4.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.37037037037037035,0.0,0.2222222222222222,0.37037037037037035,-0.14814814814814814
StreetVoice1389,"李權哲 Jerry Li - 沒有,有沒有 ( Have It, Or Not. )",On studio,Rock,2016-01-07,27,76,0,18.0,0,2.5,-1.5,17.5,0,18.0,18.5,-0.5,0.0,0.23684210526315788,0.0,0.03289473684210526,-0.019736842105263157,0.23026315789473684,0.0,0.23684210526315788,0.24342105263157895,-0.006578947368421052
