ID,歌名,創作人,分類,發佈時間,情緒詞彙數,斷詞數,樂,好,怒,哀,懼,惡,驚,正面情緒值,負面情緒值,正負面情緒值,詞均樂,詞均好,詞均怒,詞均哀,詞均懼,詞均惡,詞均驚,詞均正面情緒值,詞均負面情緒值,詞均正負面情緒值
StreetVoice0273,念舊 (EP Version),Crispy脆樂團,Folk,2012-08-19,23,122,13.760000000000002,2.867200000000001,0,0.0,0,8.200000000000001,0,16.627200000000002,8.200000000000001,8.427200000000001,0.11278688524590165,0.0235016393442623,0.0,0.0,0.0,0.06721311475409837,0.0,0.13628852459016394,0.06721311475409837,0.06907540983606558
StreetVoice0274,擁抱─五月天 Cover By 好樂團GoodBand,好樂團 GoodBand,Pop,2017-03-06,13,128,3.0,17.5,0,-5.0,0,19.625,0,20.5,14.625,5.875,0.0234375,0.13671875,0.0,-0.0390625,0.0,0.1533203125,0.0,0.16015625,0.1142578125,0.0458984375
StreetVoice0275,是不是我還不夠好,莊小球,Pop,2015-07-01,61,198,17.75,12.0,0,15.5,0,44.375,0,29.75,59.875,-30.125,0.08964646464646464,0.06060606060606061,0.0,0.07828282828282829,0.0,0.22411616161616163,0.0,0.15025252525252525,0.3023989898989899,-0.15214646464646464
StreetVoice0276,海浪,汪冠宇,Folk,2016-08-26,27,156,0,1.25,0,9.399999999999999,0,75.8,0,1.25,85.19999999999999,-83.94999999999999,0.0,0.008012820512820512,0.0,0.06025641025641025,0.0,0.4858974358974359,0.0,0.008012820512820512,0.5461538461538461,-0.5381410256410256
StreetVoice0277,骨氣 Backbone,IDENTIZE,Pop,2016-09-02,18,131,7.0,82.0,0,0,0,27.75,0,89.0,27.75,61.25,0.05343511450381679,0.6259541984732825,0.0,0.0,0.0,0.21183206106870228,0.0,0.6793893129770993,0.21183206106870228,0.4675572519083969
StreetVoice0278,太陽,鄭宜農,Folk,2014-07-04,6,93,0,6.25,0,0,0,8.0,0,6.25,8.0,-1.75,0.0,0.06720430107526881,0.0,0.0,0.0,0.08602150537634409,0.0,0.06720430107526881,0.08602150537634409,-0.01881720430107527
StreetVoice0280,平行時空我只看見你 Demo,Connie呂莘,Folk,2017-03-21,17,110,14.0,14.0,0,5.0,7.0,21.5,0,28.0,33.5,-5.5,0.12727272727272726,0.12727272727272726,0.0,0.045454545454545456,0.06363636363636363,0.19545454545454546,0.0,0.2545454545454545,0.30454545454545456,-0.05
StreetVoice0281,拼途,盧苑呈,Pop,2017-02-02,45,236,8.0,11.0,0,25.0,2.4000000000000004,1.8275000000000006,0,19.0,29.2275,-10.2275,0.03389830508474576,0.046610169491525424,0.0,0.1059322033898305,0.01016949152542373,0.007743644067796613,0.0,0.08050847457627118,0.12384533898305085,-0.043336864406779654
StreetVoice0282,美人淚（官方單曲版Single Version）,原子邦妮 Astro Bunny,Electronic,2016-03-19,10,90,0,30.25,0,0,0,16.0,0,30.25,16.0,14.25,0.0,0.33611111111111114,0.0,0.0,0.0,0.17777777777777778,0.0,0.33611111111111114,0.17777777777777778,0.15833333333333333
StreetVoice0283,不想就這樣結束 (DEMO),原子邦妮 Astro Bunny,Electronic,2017-11-06,27,77,17.0,-11.2,0,4.0,0,6.0,0,5.800000000000001,10.0,-4.199999999999999,0.22077922077922077,-0.14545454545454545,0.0,0.05194805194805195,0.0,0.07792207792207792,0.0,0.07532467532467534,0.12987012987012986,-0.054545454545454536
StreetVoice0284,一切都沉睡了[2014 demo],輕晨電,Alternative,2014-08-27,5,22,5.0,0,0,6.0,0,3.0,0,5.0,9.0,-4.0,0.22727272727272727,0.0,0.0,0.2727272727272727,0.0,0.13636363636363635,0.0,0.22727272727272727,0.4090909090909091,-0.18181818181818182
StreetVoice0285,易碎的吻,ＨＵＳＨ,Singer / Songwriter,2013-08-16,12,90,5.0,13.25,0,-3.0,3.75,-4.0,0,18.25,-3.25,21.5,0.05555555555555555,0.14722222222222223,0.0,-0.03333333333333333,0.041666666666666664,-0.044444444444444446,0.0,0.20277777777777778,-0.03611111111111111,0.2388888888888889
StreetVoice0286,在我前面的那個人（cover馬大文）,ＨＵＳＨ,Pop,2013-12-30,22,99,10.0,0.1999999999999993,0,-5.0,0,7.0,0,10.2,2.0,8.2,0.10101010101010101,0.002020202020202013,0.0,-0.050505050505050504,0.0,0.0707070707070707,0.0,0.10303030303030303,0.020202020202020204,0.08282828282828282
StreetVoice0287,聰明的寂寞 ,安妮朵拉,Folk,2012-12-03,27,99,3.0,48.8,0,17.6875,0,37.0,0,51.8,54.6875,-2.887500000000003,0.030303030303030304,0.4929292929292929,0.0,0.17866161616161616,0.0,0.37373737373737376,0.0,0.5232323232323232,0.55239898989899,-0.029166666666666695
StreetVoice0288,I Hate You,23,Hip hop / Rap,2018-03-11,23,148,10.0,8.5,0,2.0,10.0,46.5,0,18.5,58.5,-40.0,0.06756756756756757,0.057432432432432436,0.0,0.013513513513513514,0.06756756756756757,0.3141891891891892,0.0,0.125,0.3952702702702703,-0.2702702702702703
StreetVoice0289,Søulмaтe (Demo),I Mean Us,Alternative,2016-05-27,1,4,0,0,0,0,0,5.0,0,0,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,1.25,-1.25
StreetVoice0290,天文特徵demo,ＨＵＳＨ,Folk,2010-10-22,5,78,0,0.96,0,0,0,0,0,0.96,0,0.96,0.0,0.012307692307692308,0.0,0.0,0.0,0.0,0.0,0.012307692307692308,0.0,0.012307692307692308
StreetVoice0291,我打工的咖啡廳,那我懂你意思了,Rock,2011-10-26,41,260,1.5,17.25,0,-26.0,0,11.5,0,18.75,-14.5,33.25,0.0057692307692307696,0.06634615384615385,0.0,-0.1,0.0,0.04423076923076923,0.0,0.07211538461538461,-0.05576923076923077,0.12788461538461537
StreetVoice0292,「我在人民广场吃炸鸡」,阿肆,Pop,2013-12-13,42,186,-15.0,-5.0,0,0,11.200000000000001,40.3,0,-20.0,51.5,-71.5,-0.08064516129032258,-0.026881720430107527,0.0,0.0,0.060215053763440864,0.21666666666666665,0.0,-0.10752688172043011,0.2768817204301075,-0.3844086021505376
StreetVoice0293,長大之歌 demo,洪安妮 AnnieHung,Pop,2012-10-02,14,89,15.5,5.0,0,7.0,0,3.0,9.375,29.875,10.0,19.875,0.17415730337078653,0.056179775280898875,0.0,0.07865168539325842,0.0,0.033707865168539325,0.10533707865168539,0.3356741573033708,0.11235955056179775,0.22331460674157302
StreetVoice0294,Fine [70's Moog mix],輕晨電,Electronic,2012-12-28,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StreetVoice0295,其實你一直是這樣的(街聲版),原子邦妮 Astro Bunny,Electronic,2015-11-26,17,93,5.0,-5.0,1.0,-10.0,12.959999999999997,0,0,0.0,3.9599999999999973,-3.9599999999999973,0.053763440860215055,-0.053763440860215055,0.010752688172043012,-0.10752688172043011,0.13935483870967738,0.0,0.0,0.0,0.042580645161290294,-0.042580645161290294
StreetVoice0297,Tell Me(DEMO),非常口,R&B / Soul,2016-05-25,27,117,5.0,7.1144799999999995,0,20.5,0,-0.8000000000000007,0,12.11448,19.7,-7.585519999999999,0.042735042735042736,0.060807521367521364,0.0,0.1752136752136752,0.0,-0.006837606837606844,0.0,0.1035425641025641,0.16837606837606836,-0.06483350427350426
StreetVoice0298,給你ㄧ首療傷的歌,星期二樂團,Electronic,2014-11-11,16,125,0,-19.0,0,-17.0,0,3.0,3.0,-16.0,-14.0,-2.0,0.0,-0.152,0.0,-0.136,0.0,0.024,0.024,-0.128,-0.112,-0.016
StreetVoice0299,安全範圍【Demo】,甜約翰 Sweet John,Alternative,2017-07-03,32,88,9.0,53.0,0,7.0,5.0,37.0,10.0,72.0,49.0,23.0,0.10227272727272728,0.6022727272727273,0.0,0.07954545454545454,0.056818181818181816,0.42045454545454547,0.11363636363636363,0.8181818181818182,0.5568181818181818,0.26136363636363635
StreetVoice0300,是不是我不夠好,李友廷,Pop,2017-06-16,26,111,5.0,5.0,0,0,0,11.500000000000002,0,10.0,11.500000000000002,-1.5000000000000018,0.04504504504504504,0.04504504504504504,0.0,0.0,0.0,0.10360360360360361,0.0,0.09009009009009009,0.10360360360360361,-0.01351351351351353
StreetVoice0301,9.道明中學--夢想藍圖,破浪王,Pop,2016-05-27,79,341,19.5,81.0,0,19.25,1.0,23.6,7.0,107.5,43.85,63.65,0.05718475073313783,0.2375366568914956,0.0,0.056451612903225805,0.002932551319648094,0.06920821114369502,0.020527859237536656,0.3152492668621701,0.12859237536656892,0.18665689149560116
StreetVoice0302,出走,Hello Nico,Alternative,2014-06-29,32,216,4.32,12.350000000000001,0,5.0,5.0,-3.0,0,16.67,7.0,9.670000000000002,0.02,0.057175925925925936,0.0,0.023148148148148147,0.023148148148148147,-0.013888888888888888,0.0,0.07717592592592594,0.032407407407407406,0.04476851851851853
StreetVoice0303,視線所及只剩生活,傻子與白痴,Alternative,2017-07-03,16,54,8.0,1.0,0,9.25,0,31.25,0,9.0,40.5,-31.5,0.14814814814814814,0.018518518518518517,0.0,0.1712962962962963,0.0,0.5787037037037037,0.0,0.16666666666666666,0.75,-0.5833333333333334
StreetVoice0304,沒有人在乎你在乎的事,那我懂你意思了,Alternative,2015-02-14,19,199,12.5,12.5,0,15.0,0,0,0,25.0,15.0,10.0,0.06281407035175879,0.06281407035175879,0.0,0.07537688442211055,0.0,0.0,0.0,0.12562814070351758,0.07537688442211055,0.05025125628140704
StreetVoice0305,迷戀這件小事,Connie呂莘,Folk,2015-02-11,27,127,6.0,50.5,0,0,5.0,12.75,0,56.5,17.75,38.75,0.047244094488188976,0.39763779527559057,0.0,0.0,0.03937007874015748,0.10039370078740158,0.0,0.4448818897637795,0.13976377952755906,0.3051181102362205
StreetVoice0306,這張臉(DEMO),麋先生Mixer,Rock,2014-02-27,17,78,12.5,-1.0,0,10.0,3.0,18.5,0,11.5,31.5,-20.0,0.16025641025641027,-0.01282051282051282,0.0,0.1282051282051282,0.038461538461538464,0.23717948717948717,0.0,0.14743589743589744,0.40384615384615385,-0.2564102564102564
StreetVoice0308,Fine,輕晨電,Electronic,2011-03-23,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StreetVoice0309,你知道你自己是谁吗(Live at Blue Note Beijing 2017),thisisyoyo,Folk,2017-12-04,26,158,3.0,11.799999999999999,0,0,-3.75,-4.0625,0,14.799999999999999,-7.8125,22.612499999999997,0.0189873417721519,0.07468354430379746,0.0,0.0,-0.023734177215189875,-0.025712025316455698,0.0,0.09367088607594937,-0.04944620253164557,0.14311708860759492
StreetVoice0310,當我忽然想起你,陳武官 & 吳佩俞,Pop,2016-02-27,26,122,0,5.0,0,11.100000000000001,0,-9.0,0,5.0,2.1000000000000014,2.8999999999999986,0.0,0.040983606557377046,0.0,0.09098360655737706,0.0,-0.07377049180327869,0.0,0.040983606557377046,0.017213114754098372,0.023770491803278677
StreetVoice0311,100分 Demo (復活的正確版!),Crispy脆樂團,Folk,2012-01-02,21,133,13.25,24.0,0,0.0,0,15.8,0,37.25,15.8,21.45,0.09962406015037593,0.18045112781954886,0.0,0.0,0.0,0.11879699248120301,0.0,0.2800751879699248,0.11879699248120301,0.1612781954887218
StreetVoice0312,規格化的城市、商品、人,Hello Nico,Alternative,2015-02-16,31,171,3.0,19.875,0,2.4000000000000004,0,5.64,0,22.875,8.04,14.835,0.017543859649122806,0.1162280701754386,0.0,0.014035087719298248,0.0,0.03298245614035088,0.0,0.1337719298245614,0.04701754385964912,0.08675438596491229
StreetVoice0313,我不愛你了(demo),野人,Rock,2013-12-15,32,277,-7.5,17.5,0,-6.0,0,0,0,10.0,-6.0,16.0,-0.02707581227436823,0.0631768953068592,0.0,-0.021660649819494584,0.0,0.0,0.0,0.036101083032490974,-0.021660649819494584,0.05776173285198556
StreetVoice0315,第三人稱 album version,ＨＵＳＨ,Pop,2012-11-03,47,133,14.0,34.5,0,23.0,0,37.0,0,48.5,60.0,-11.5,0.10526315789473684,0.2593984962406015,0.0,0.17293233082706766,0.0,0.2781954887218045,0.0,0.36466165413533835,0.45112781954887216,-0.08646616541353383
StreetVoice0318,少年的你,少年吔！樂團,Singer / Songwriter,2016-04-30,6,130,1.0,10.0,0,5.0,7.0,0,0,11.0,12.0,-1.0,0.007692307692307693,0.07692307692307693,0.0,0.038461538461538464,0.05384615384615385,0.0,0.0,0.08461538461538462,0.09230769230769231,-0.007692307692307693
StreetVoice0319,海底（Demo）,SeaTsing,Pop,2015-11-13,16,171,0,36.25,0,48.5,0,0,0,36.25,48.5,-12.25,0.0,0.21198830409356725,0.0,0.28362573099415206,0.0,0.0,0.0,0.21198830409356725,0.28362573099415206,-0.07163742690058479
StreetVoice0320,「若你爱上油麻地」,阿肆,Folk,2016-09-13,42,208,0,74.0,0,0,0,32.0,0,74.0,32.0,42.0,0.0,0.3557692307692308,0.0,0.0,0.0,0.15384615384615385,0.0,0.3557692307692308,0.15384615384615385,0.20192307692307693
StreetVoice0322,心碎東尼,渣泥ZANI,Pop,2018-02-21,51,154,0,0,0,0.6450000000000031,0,35.144000000000005,0,0,35.78900000000001,-35.78900000000001,0.0,0.0,0.0,0.004188311688311709,0.0,0.22820779220779225,0.0,0.0,0.23239610389610396,-0.23239610389610396
StreetVoice0323,黃昏市長,麋先生Mixer,Rock,2013-07-19,24,100,14.0,19.875,0,10.0,0,8.649999999999999,0,33.875,18.65,15.225000000000001,0.14,0.19875,0.0,0.1,0.0,0.08649999999999998,0.0,0.33875,0.1865,0.15225000000000002
StreetVoice0324,強韌的蟑螂人,Space Cake │ 史貝絲考克,R&B / Soul,2014-10-23,23,142,0,0,0,6.0,0.8,1.5000000000000018,5.0,5.0,8.3,-3.3000000000000007,0.0,0.0,0.0,0.04225352112676056,0.005633802816901409,0.010563380281690153,0.035211267605633804,0.035211267605633804,0.05845070422535212,-0.023239436619718314
StreetVoice0325,I'm Good,好樂團 GoodBand,Pop,2018-03-19,0,46,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StreetVoice0326,你太認真惹啦 ft. 春艷 李安 【Prod. Duzs】 ,許時ShiShr,Hip hop / Rap,2016-04-26,64,363,0.5999999999999979,-1.4499999999999993,0,3.75,0,33.75,6.25,5.399999999999999,37.5,-32.1,0.0016528925619834652,-0.00399449035812672,0.0,0.010330578512396695,0.0,0.09297520661157024,0.01721763085399449,0.014876033057851236,0.10330578512396695,-0.08842975206611571
StreetVoice0327,04 把所有煩都燒了讓它變成煙,Leo王,Hip hop / Rap,2015-07-05,43,253,8.07,4.0,0,11.5,0,44.609375,0,12.07,56.109375,-44.039375,0.03189723320158103,0.015810276679841896,0.0,0.045454545454545456,0.0,0.17632164031620554,0.0,0.04770750988142292,0.22177618577075098,-0.17406867588932806
StreetVoice0329,內容,麋先生Mixer,Rock,2016-05-05,13,99,3.0,-6.25,0,5.4,0,5.0,0,-3.25,10.4,-13.65,0.030303030303030304,-0.06313131313131314,0.0,0.05454545454545455,0.0,0.050505050505050504,0.0,-0.03282828282828283,0.10505050505050506,-0.13787878787878788
StreetVoice0330,房东的猫 - 柔软,房东的猫,Folk,2018-03-30,26,88,6.0,18.5,0,34.25,0,0.7000000000000006,0,24.5,34.95,-10.450000000000003,0.06818181818181818,0.21022727272727273,0.0,0.38920454545454547,0.0,0.007954545454545462,0.0,0.2784090909090909,0.39715909090909096,-0.11875000000000004
StreetVoice0331,我沒有特別想妳,廢結合,Pop,2014-08-01,8,48,10.0,0,0,5.0,0,-2.0,0,10.0,3.0,7.0,0.20833333333333334,0.0,0.0,0.10416666666666667,0.0,-0.041666666666666664,0.0,0.20833333333333334,0.0625,0.14583333333333334
StreetVoice0332,麋途,麋先生Mixer,Rock,2016-05-05,18,102,14.0,-7.0,0,-10.5,3.0,5.0,0,7.0,-2.5,9.5,0.13725490196078433,-0.06862745098039216,0.0,-0.10294117647058823,0.029411764705882353,0.049019607843137254,0.0,0.06862745098039216,-0.024509803921568627,0.09313725490196079
StreetVoice0333,遺忘不是我們的專長.,那我懂你意思了,Rock,2013-10-18,44,225,35.6875,14.0,0,5.0,0,-3.8,10.0,59.6875,1.2000000000000002,58.4875,0.15861111111111112,0.06222222222222222,0.0,0.022222222222222223,0.0,-0.016888888888888887,0.044444444444444446,0.2652777777777778,0.005333333333333334,0.2599444444444444
StreetVoice0334,Wasted,Fann 芳怡,Rock,2016-11-18,3,30,0,10.0,0,0,0,5.0,0,10.0,5.0,5.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666
StreetVoice0335,收起你的貪心 Demo,張瑀 & 張璿,Folk,2014-11-01,22,102,-6.0,10.0,0,0,4.0,38.25,0,4.0,42.25,-38.25,-0.058823529411764705,0.09803921568627451,0.0,0.0,0.0392156862745098,0.375,0.0,0.0392156862745098,0.41421568627450983,-0.375
StreetVoice0336,大夢初醒 Awaken,孔雀眼 JADE EYES,R&B / Soul,2017-08-22,27,116,5.6000000000000005,10.0,0,16.25,0,2.5,0,15.600000000000001,18.75,-3.1499999999999986,0.048275862068965524,0.08620689655172414,0.0,0.1400862068965517,0.0,0.021551724137931036,0.0,0.13448275862068967,0.16163793103448276,-0.027155172413793092
StreetVoice0337,你聽過英雄聯盟嗎 feat. 利得彙,廖文強,Pop,2012-11-28,23,203,16.75,20.4,0,0,0,9.5,5.0,42.15,9.5,32.65,0.08251231527093596,0.10049261083743842,0.0,0.0,0.0,0.046798029556650245,0.024630541871921183,0.20763546798029556,0.046798029556650245,0.1608374384236453
StreetVoice0338,這世界沒有你想像的苦澀 demo,Crispy脆樂團,Folk,2014-10-06,14,87,0,0,0,10.0,0,7.0,0,0,17.0,-17.0,0.0,0.0,0.0,0.11494252873563218,0.0,0.08045977011494253,0.0,0.0,0.19540229885057472,-0.19540229885057472
StreetVoice0339,New Hope 新希望 Demo,Nana高娜娜,R&B / Soul,2016-10-20,11,92,5.0,15.5,0,0,0,7.5,0,20.5,7.5,13.0,0.05434782608695652,0.16847826086956522,0.0,0.0,0.0,0.08152173913043478,0.0,0.22282608695652173,0.08152173913043478,0.14130434782608695
StreetVoice0340,風吹過羅斯福路 ft.奕超 ,鄭興,Pop,2017-08-16,24,159,-5.0,47.5625,0,5.0,5.0,18.75,0,42.5625,28.75,13.8125,-0.031446540880503145,0.29913522012578614,0.0,0.031446540880503145,0.031446540880503145,0.1179245283018868,0.0,0.267688679245283,0.18081761006289307,0.08687106918238993
StreetVoice0341,不知不覺愛上你,安妮朵拉,Folk,2015-10-05,4,65,0,-5.0,0,0,0,0,0,-5.0,0,-5.0,0.0,-0.07692307692307693,0.0,0.0,0.0,0.0,0.0,-0.07692307692307693,0.0,-0.07692307692307693
StreetVoice0342,雨季,Connie呂莘,Folk,2015-04-06,11,67,0,5.0,0,-6.5,0,11.0,0,5.0,4.5,0.5,0.0,0.07462686567164178,0.0,-0.09701492537313433,0.0,0.16417910447761194,0.0,0.07462686567164178,0.06716417910447761,0.007462686567164179
StreetVoice0344,春 Demo,Connie呂莘,Folk,2017-03-15,15,72,6.0,28.5,0,-3.7999999999999994,0,3.0,0,34.5,-0.7999999999999994,35.3,0.08333333333333333,0.3958333333333333,0.0,-0.05277777777777777,0.0,0.041666666666666664,0.0,0.4791666666666667,-0.011111111111111103,0.49027777777777776
StreetVoice0346,房东的猫 - 白,房东的猫,Folk,2018-03-30,5,83,0,-9.0,0,0,0,0,0,-9.0,0,-9.0,0.0,-0.10843373493975904,0.0,0.0,0.0,0.0,0.0,-0.10843373493975904,0.0,-0.10843373493975904
StreetVoice0347,再見小時候,管罄 KRIS KUAN,Pop,2015-05-14,46,187,-7.0,34.75,0,-9.749999999999998,3.75,28.75,3.0,30.75,22.75,8.0,-0.0374331550802139,0.1858288770053476,0.0,-0.052139037433155073,0.020053475935828877,0.1537433155080214,0.016042780748663103,0.16443850267379678,0.12165775401069519,0.0427807486631016
StreetVoice0348,時間不多（DEMO）,空氣人形 Air Doll,Alternative,2017-03-19,27,134,0,2.2399999999999993,0,0,0,18.5,0,2.2399999999999993,18.5,-16.26,0.0,0.016716417910447756,0.0,0.0,0.0,0.13805970149253732,0.0,0.016716417910447756,0.13805970149253732,-0.12134328358208957
StreetVoice0349,Ms. Doremi (Official Audio),EggPlantEgg 茄子蛋,Alternative,2017-02-07,21,90,0,55.25,0,3.0,0,-29.0,0,55.25,-26.0,81.25,0.0,0.6138888888888889,0.0,0.03333333333333333,0.0,-0.32222222222222224,0.0,0.6138888888888889,-0.28888888888888886,0.9027777777777778
StreetVoice0350,一場小聰明（single version）,cozy diary_輕日記,Folk,2013-01-06,35,176,27.0,14.0,5.0,0,2.0,27.0,32.0,73.0,34.0,39.0,0.1534090909090909,0.07954545454545454,0.028409090909090908,0.0,0.011363636363636364,0.1534090909090909,0.18181818181818182,0.4147727272727273,0.19318181818181818,0.2215909090909091
StreetVoice0351,海芋季,安妮朵拉,Jazz,2013-01-03,11,86,18.75,10.0,0,1.0,0,2.4000000000000004,0,28.75,3.4000000000000004,25.35,0.2180232558139535,0.11627906976744186,0.0,0.011627906976744186,0.0,0.02790697674418605,0.0,0.33430232558139533,0.03953488372093024,0.2947674418604651
StreetVoice0352,姜伟买了六头牛,汪昱名,R&B / Soul,2017-06-01,22,207,0,10.0,0,1.5,0,9.0,0,10.0,10.5,-0.5,0.0,0.04830917874396135,0.0,0.007246376811594203,0.0,0.043478260869565216,0.0,0.04830917874396135,0.050724637681159424,-0.0024154589371980675
StreetVoice0353,四月天,原子邦妮 Astro Bunny,Electronic,2014-04-09,14,98,-13.25,-0.625,0,-3.0,0,0,0,-13.875,-3.0,-10.875,-0.13520408163265307,-0.006377551020408163,0.0,-0.030612244897959183,0.0,0.0,0.0,-0.14158163265306123,-0.030612244897959183,-0.11096938775510204
StreetVoice0354,故障 Overloaded,Vast&Hazy,Rock,2018-06-02,22,127,-1.0,22.0,-3.5999999999999996,6.0,0,16.25,6.25,27.25,18.65,8.600000000000001,-0.007874015748031496,0.1732283464566929,-0.028346456692913382,0.047244094488188976,0.0,0.1279527559055118,0.04921259842519685,0.21456692913385828,0.1468503937007874,0.06771653543307088
StreetVoice0356,幻覺_demo,PiA吳蓓雅,R&B / Soul,2015-02-27,17,94,0,15.5,9.0,-3.0,1.0,8.75,0,15.5,15.75,-0.25,0.0,0.16489361702127658,0.09574468085106383,-0.031914893617021274,0.010638297872340425,0.09308510638297872,0.0,0.16489361702127658,0.1675531914893617,-0.0026595744680851063
StreetVoice0357,別在我放下的時候再給我希望 - Demo,不是桃樂絲,Alternative,2015-07-23,40,163,11.0,50.375,0,0,7.5,27.25,0,61.375,34.75,26.625,0.06748466257668712,0.3090490797546012,0.0,0.0,0.046012269938650305,0.16717791411042945,0.0,0.37653374233128833,0.21319018404907975,0.1633435582822086
StreetVoice0358,想起我 Demo,PiA吳蓓雅,Folk,2016-12-07,22,89,10.375,4.0,0,-0.8000000000000007,0,14.65,0,14.375,13.85,0.5250000000000004,0.11657303370786516,0.0449438202247191,0.0,-0.008988764044943828,0.0,0.1646067415730337,0.0,0.16151685393258428,0.1556179775280899,0.005898876404494386
StreetVoice0359,2030,顽童MJ116,Hip hop / Rap,2017-11-10,111,629,-2.0,51.5,0,28.75,7.0,36.55,15.0,64.5,72.3,-7.799999999999997,-0.003179650238473768,0.08187599364069953,0.0,0.04570747217806041,0.011128775834658187,0.058108108108108104,0.02384737678855326,0.10254372019077901,0.11494435612082671,-0.01240063593004769
StreetVoice0360,沒有人在乎你在乎的事.,那我懂你意思了,Rock,2012-08-14,20,182,2.5,12.5,0,15.0,0,0,0,15.0,15.0,0.0,0.013736263736263736,0.06868131868131869,0.0,0.08241758241758242,0.0,0.0,0.0,0.08241758241758242,0.08241758241758242,0.0
StreetVoice0361,天空的城（房間demo）,洪安妮 AnnieHung,Pop,2015-09-18,10,142,2.0,6.25,0,16.0,0,4.0,0,8.25,20.0,-11.75,0.014084507042253521,0.04401408450704225,0.0,0.11267605633802817,0.0,0.028169014084507043,0.0,0.058098591549295774,0.14084507042253522,-0.08274647887323944
StreetVoice0362,白露,ＨＵＳＨ,Pop,2014-03-17,8,38,0,0,0,7.6,0,1.0,0,0,8.6,-8.6,0.0,0.0,0.0,0.19999999999999998,0.0,0.02631578947368421,0.0,0.0,0.2263157894736842,-0.2263157894736842
StreetVoice0363,光和熱,ＨＵＳＨ,Folk,2010-07-16,17,99,7.5,20.0,0,4.5,0,3.3999999999999995,0,27.5,7.8999999999999995,19.6,0.07575757575757576,0.20202020202020202,0.0,0.045454545454545456,0.0,0.034343434343434336,0.0,0.2777777777777778,0.0797979797979798,0.197979797979798
StreetVoice0364,有我疼妳,牛奶白MilkWhite,Folk,2015-11-19,18,179,0,0,0,10.0,10.0,13.5,0,0,33.5,-33.5,0.0,0.0,0.0,0.055865921787709494,0.055865921787709494,0.07541899441340782,0.0,0.0,0.1871508379888268,-0.1871508379888268
StreetVoice0365,前往風光明媚的路上 On The Way to Your Pardon（Album Ver.）,Theseus忒修斯,Alternative,2017-04-14,14,70,3.0,0.5,0,17.0,0,1.0,3.0,6.5,18.0,-11.5,0.04285714285714286,0.007142857142857143,0.0,0.24285714285714285,0.0,0.014285714285714285,0.04285714285714286,0.09285714285714286,0.2571428571428571,-0.16428571428571428
StreetVoice0366,13.東山高中--這一天,啟程王,Singer / Songwriter,2017-06-03,39,219,7.5,66.5,0,20.25,0,22.25,0,74.0,42.5,31.5,0.03424657534246575,0.3036529680365297,0.0,0.09246575342465753,0.0,0.10159817351598173,0.0,0.3378995433789954,0.19406392694063926,0.14383561643835616
StreetVoice0367,莫非定律,廖文強,Singer / Songwriter,2013-02-15,35,102,7.0,42.875,0,18.375,0,13.0,0,49.875,31.375,18.5,0.06862745098039216,0.42034313725490197,0.0,0.1801470588235294,0.0,0.12745098039215685,0.0,0.4889705882352941,0.3075980392156863,0.18137254901960784
StreetVoice0368,I'll be alright (demo),白安,Folk,2009-02-10,2,29,0,0,0,0,0,3.0,0,0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.10344827586206896,0.0,0.0,0.10344827586206896,-0.10344827586206896
StreetVoice0369,蒸發的世界剩下我(DEMO),原子邦妮 Astro Bunny,Electronic,2017-09-08,30,140,6.400000000000001,10.0,0,36.0,10.0,6.0,0,16.400000000000002,52.0,-35.599999999999994,0.04571428571428572,0.07142857142857142,0.0,0.2571428571428571,0.07142857142857142,0.04285714285714286,0.0,0.11714285714285716,0.37142857142857144,-0.2542857142857142
StreetVoice0370,聽說有個人，在紐約等著我 [demo],AnieFann 范安婷,Singer / Songwriter,2013-11-06,20,137,3.0,4.814697265625,0,0,3.0,5.0,0,7.814697265625,8.0,-0.185302734375,0.021897810218978103,0.03514377566149635,0.0,0.0,0.021897810218978103,0.0364963503649635,0.0,0.05704158588047445,0.058394160583941604,-0.0013525747034671533
StreetVoice0371,我們可能（演唱：沈筱卿）,丁曄,Singer / Songwriter,2017-05-04,8,81,7.0,0,0,16.75,0,5.0,0,7.0,21.75,-14.75,0.08641975308641975,0.0,0.0,0.20679012345679013,0.0,0.06172839506172839,0.0,0.08641975308641975,0.26851851851851855,-0.18209876543209877
StreetVoice0372,偽 Demo,hue,Alternative,2018-04-24,47,188,0,105.375,0,12.0,0,89.1875,0,105.375,101.1875,4.1875,0.0,0.5605053191489362,0.0,0.06382978723404255,0.0,0.4744015957446808,0.0,0.5605053191489362,0.5382313829787234,0.022273936170212765
